"","tweet","existence","existence.confidence","binary"
"3612","i do love seeing ice chunks in the east it s like our little earth is just fighting global warming tooth and nail","Y",1,0
"3613","florida agencies issue global","Y",1,0
"3614","penn scientist over global warming controversy penn state university will investigate a","Y",0.6691,0
"3615","predicting future climate change through sediments science research","Y",1,0
"3616","predicting future climate change through sediments environment","Y",0.6766,0
"3617","predicting future climate change through sediments energy green","Y",1,0
"3618","we take climate change seriously as a business we hold ourselves responsible for our impact learn how","Y",1,0
"3619","how climate change fanatics corrupted science michael","N",1,1
"3620","please forests are growing faster driven by climate change","Y",1,0
"3621","climate change seems to drive accelerated growth in trees says a good thing","Y",0.6821,0
"3622","free speech maybe if there was more of it you would know climate change is a complete lie","N",0.6778,1
"3623","canada s wolverine population declines climate change","Y",1,0
"3624","canada s wolverine population declines climate change wolverine a predator renowned for its","Y",0.6685,0
"3625","fight against drugs and climate change top priority in peru agenda via","Y",0.6941,0
"3626","climate change causes wolverine decline across canada","Y",1,0
"3627","re where is the global warming if anyone would have found it it would be you where you looked yet","N",1,1
"3628","global warming on navy radar new normal for the arctic is to be not completely frozen new normal","Y",1,0
"3629","global warming on navy radar new normal for the arctic is to be not completely frozen new normal","Y",0.6833,0
"3630","is freezing outside where in the world is global warming","N",0.6692,1
"3631","debunking the deniers of global warming page global warming swindle","Y",0.6516,0
"3632","u n climate chief defends panel s global warming findings de boer acknowledged that some mistakes were made","Y",0.6751,0
"3633","global warming petition project","Y",0.6576,0
"3634","european firms see windfall be european governments fail","Y",1,0
"3635","global warming research grant in danger of fund freeze a top member of congress wants president to freeze","Y",0.3701,0
"3636","global warming update major winter storm","Y",1,0
"3637","global warming update major winter storm","Y",0.6909,0
"3638","global warming update storm will impact much of the us bal phi cities received to times their norm snowfall","Y",0.6283,0
"3639","global warming update major winter storm will impact much of the u s note d c phil","N",0.5275,1
"3640","lord smith warns climate change argument has been undermined by fight to tackle climate change","Y",0.5552,0
"3641","p global warming solutions innovation has climate change in hand","Y",1,0
"3642","how to shape a global approach to climate change more less denmark only one month after the","Y",1,0
"3643","missing heat may affect future climate change current tools cannot account for roughly half","Y",1,0
"3644","how to shape a global approach to climate change more less denmark only one month after the","Y",0.6789,0
"3645","how to shape a global approach to climate change more less denmark","Y",1,0
"3646","abbott s climate change policy live chat with environment reporter adam morton logically power generators are o","Y",1,0
"3647","battles to keep global warming doubts about climate change legislation","Y",0.6783,0
"3648","climate change and the amazon","Y",1,0
"3649","go green archive global warming is crap","N",0.6441,1
"3650","watching joseph d full interview on global warming hoax at","N",1,1
"3651","article t actually get really scary until you read all the global warming is a myth comments","Y",0.6845,0
"3652","climate change causes wolverine decline across canada","Y",1,0
"3653","california sets up network to monitor global warming gases u edy","Y",1,0
"3654","global warming good for trees washing global warming is good news for trees which are thriving in higher","N",0.6432,1
"3655","any legitimate efforts by scientists to mislead and their global warming findings i haven t heard any implications yet","Y",0.3643,0
"3656","too lie or distortion of the truth are you referring congressional perks or global warming","N",1,1
"3657","global a dick t drive an years ago maybe","N",1,1
"3658","chief speaks to indian about climate change skeptics via","Y",0.6837,0
"3659","global a","N",1,1
"3660","put end to the stupid global warming crap ask perverts to explain the time between ice ages george and dick driving s i suppose","N",1,1
"3661","you are such a global warming is fake you should be put in prison stop trying to push your lies on america","N",1,1
"3662","sen lindsey graham i care equally about immigration and climate change i sit down with my c","Y",0.4834,0
"3663","who s worried about sea levels rising from global warming al gore buys million ocean view villa","N",0.5213,1
"3664","climate change increases heat waves floods washing deaths from heat waves property da","Y",1,0
"3665","earth to congress current climate change legislation threatens to do more harm than good","N",0.6716,1
"3666","to climate change in western kenya humanitarian news via","Y",1,0
"3667","china agree closer links on climate change humanitarian news via","Y",1,0
"3668","have you stolen our global warming it s so damn hot for holland f","Y",0.3522,0
"3669","veterans organization says climate change a security threat via","Y",1,0
"3670","plan now for climate change says researcher main features page via","Y",1,0
"3671","earth to congress current climate change legislation threatens to do more harm than good","N",0.6205,1
"3672","irony deficient on faith frets about climate change via","Y",1,0
"3673","cannot wait humanitarian news via","Y",1,0
"3674","guys just make me to move on climate change bill before immigration","N",1,1
